Links,Page,DocumentID,LinkType
https://www.fbi.gov/contact-us/field-offices,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://media.defense.gov/2021/Feb/25/2002588479/-1/-1/0/CSI_EMBRACING_ZT_SECURITY_MODEL_UOO115131-21.PDF,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://bishopfox.com/blog/netwrix-auditor-advisory,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blog.talosintelligence.com/breaking-the-silence-recent-truebot-activity/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://thedfirreport.com/2023/06/12/a-truly-graceful-wipe-out/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/news-events/analysis-reports/ar23-187a,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://redcanary.com/blog/raspberry-robin/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.microsoft.com/en-us/security/blog/2022/10/27/raspberry-robin-worm-part-of-larger-ecosystem-facilitating-pre-ransomware-activity/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.telsy.com/flawedgrace-rat/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blogs.vmware.com/security/2023/06/carbon-blacks-truebot-detection.html,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://github.com/The-DFIR-Report/Yara-Rules/blob/main/21619/21619.yar,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://thehackernews.com/2023/06/alarming-surge-in-truebot-activity.html,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://malware.love/malware_analysis/reverse_engineering/2023/02/12/analyzing-truebot-packer.html,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://malware.love/malware_analysis/reverse_engineering/2023/02/18/analyzing-truebot-static-unpacking.html,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://malware.love/malware_analysis/reverse_engineering/2023/03/31/analyzing-truebot-capabilities.html,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.hivepro.com/truebot-exploits-vulnerability-in-netwrix-to-deploy-clop-ransomware/,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.techrepublic.com/article/truebot-malware-delivery-evolution/,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://malpedia.caad.fkie.fraunhofer.de/details/win.silence,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.papercut.com/blog/print_basics/printer-spooling-what-is-it-and-how-to-fix-it/,24,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
